Index,Offset,Original,Cleaned,Translation
1604,7662672,\pA hefty spear that can skewer foes!\nMost effective against large targets.,A hefty spear that can skewer foes! Most effective against large targets.,
1605,7662752,\pUsually thrown at one's enemies...\nbut sticking them with it works too!,Usually thrown at one's enemies... but sticking them with it works too!,
1606,7662832,\pA carving knife that's had many an\nowner. Curses those it strikes.,A carving knife that's had many an owner. Curses those it strikes.,
1607,7662904,\pDragonslayer,Dragonslayer,
1608,7662920,\p%3c%s%0c has contracted a footsore!,[TEXT] has contracted a footsore!,
1609,7662960,\pA dagger steeped in a potent venom.\nBadly poisons those wounded by it.,A dagger steeped in a potent venom. Badly poisons those wounded by it.,
1610,7663040,\pA very sturdy knife. Forged from metal\nextracted from a meteorite.,A very sturdy knife. Forged from metal extracted from a meteorite.,
1611,7663112,\pExpert Sword,Expert Sword,
1612,7663128,\p%3c%s%0c has seen\nthrough the trap!,[TEXT] has seen through the trap!,
1613,7663168,\pA dagger used by assassins that can\npotentially fell a mark in one hit.,A dagger used by assassins that can potentially fell a mark in one hit.,
1614,7663248,\pA legendary scalpel used by the famed\nDoctor BackGammon. Can cut anything.,A legendary scalpel used by the famed Doctor BackGammon. Can cut anything.,
1615,7663328,"\pA small, sharp cutter that can pierce\nanything. Great for model-makers!","A small, sharp cutter that can pierce anything. Great for model-makers!",
1616,7663408,\pA shiv admired by Ken-san fans the\nworld over. As sharp as you'd expect!,A shiv admired by Ken-san fans the world over. As sharp as you'd expect!,
1617,7663488,\pA popular but expensive knife. Its\nconvenience makes it worth the cost!,A popular but expensive knife. Its convenience makes it worth the cost!,
1618,7663568,\pCulinary tool and weapon in one. For\nthose who prefer to hunt their dinner!,Culinary tool and weapon in one. For those who prefer to hunt their dinner!,
1619,7663648,"\pSimilar to brass knuckles, but more\npadded inside to protect your fists.","Similar to brass knuckles, but more padded inside to protect your fists.",
1620,7663728,"\pA set of claws with a harsh grip,\nnamed after a melee combat technique.","A set of claws with a harsh grip, named after a melee combat technique.",
1621,7663808,"\pA wristband that improves circulation,\nbolstering the power of your hits.","A wristband that improves circulation, bolstering the power of your hits.",
1622,7663888,\pA popular bow thanks to its ad pitch:\n'Arrows that pierce the very heavens!',A popular bow thanks to its ad pitch: 'Arrows that pierce the very heavens!',
1623,7663968,"\pDeals heavy damage, and its tip is\ncoated in a potent sleeping agent.","Deals heavy damage, and its tip is coated in a potent sleeping agent.",
1624,7664048,"\pA perfect bow for beginners. Not the\nstrongest, though, nor the truest.","A perfect bow for beginners. Not the strongest, though, nor the truest.",
1625,7664128,\pA bow made to resemble a full moon.\nFor those who like mooning people!,A bow made to resemble a full moon. For those who like mooning people!,
1626,7664208,"\pRumored to have been Hercules's bow.\nNow yours, if the price is right!","Rumored to have been Hercules's bow. Now yours, if the price is right!",
1627,7664288,\pA bow with arrows that charm whomever\nthey strike. Now's your chance!,A bow with arrows that charm whomever they strike. Now's your chance!,
1628,7664368,\pA large bow originally used by ninja.\nOnly the specially trained can use it.,A large bow originally used by ninja. Only the specially trained can use it.,
1629,7664448,"\pBoasts strong, sharp arrowheads that\ndig into foes like a hunting hawk.","Boasts strong, sharp arrowheads that dig into foes like a hunting hawk.",
1630,7664528,"\pThis bow's arrows fly like an eagle,\nalmost always finding their mark.","This bow's arrows fly like an eagle, almost always finding their mark.",
1631,7664608,\pA strong crossbow with great range.\nDeals extra damage up close!,A strong crossbow with great range. Deals extra damage up close!,
1632,7664676,\p\h%s,[TEXT],
1633,7664688,"\pA bow so light, it's barely there.\nPerfect for those who favor agility.","A bow so light, it's barely there. Perfect for those who favor agility.",
1634,7664768,\pA spear made of ice crystals from\nRefrigid Cave. May strike with ice.,A spear made of ice crystals from Refrigid Cave. May strike with ice.,
1635,7664848,\pA spear with a powerful drill in lieu\nof a head. Thoroughly pierces foes.,A spear with a powerful drill in lieu of a head. Thoroughly pierces foes.,
1636,7664928,\pTracksuit,Tracksuit,
1637,7664944,\p－－－－－－－－,－－－－－－－－,
1638,7664976,\pClaws fashioned from adamantite.\nTear through even the sturdiest armor.,Claws fashioned from adamantite. Tear through even the sturdiest armor.,
1639,7665056,\pKnuckle dusters which line your fists\nwith iron. Double as bottle openers!,Knuckle dusters which line your fists with iron. Double as bottle openers!,
1640,7665136,"\pKnuckle dusters with diamonds on\neach finger. Glamorous, or gaudy?","Knuckle dusters with diamonds on each finger. Glamorous, or gaudy?",
1641,7665208,\pSavage Sword,Savage Sword,
1642,7665224,"\pCome on; let's get going, already!\k","Come on; let's get going, already!",
1643,7665264,\pA set of claws made from a dragon's\ntalons. Wickedly sharp and versatile.,A set of claws made from a dragon's talons. Wickedly sharp and versatile.,
1644,7665344,"\pA set of claws mimicking a panther's.\nGreat for strong, successive strikes.","A set of claws mimicking a panther's. Great for strong, successive strikes.",
1645,7665424,\pChainmail,Chainmail,
1646,7665440,\pProtector,Protector,
1647,7665456,\pScale Mail,Scale Mail,
1648,7665472,\pTemo Cloak,Temo Cloak,
1649,7665488,\pTengu Dogi,Tengu Dogi,
1650,7665504,\pIron Belt,Iron Belt,
1651,7665520,"\pA pair of worn, smelly clothes.\nStill better than your birthday suit.","A pair of worn, smelly clothes. Still better than your birthday suit.",
1652,7665600,\pReserve,Reserve,
1653,7665616,\pReserve,Reserve,
1654,7665632,\pReserve,Reserve,
1655,7665648,\pReserve,Reserve,
1656,7665664,\pBone Armor,Bone Armor,
1657,7665680,\pDark Gown,Dark Gown,
1658,7665696,\pBattle Clad,Battle Clad,
1659,7665712,\pKaleidress,Kaleidress,
1660,7665728,\pElven Cloak,Elven Cloak,
1661,7665744,\pMagic Mail,Magic Mail,
1662,7665760,\pCross Armor,Cross Armor,
1663,7665776,\pNight Mail,Night Mail,
1664,7665792,\pArmor made of countless small metallic\nplates that jangle as you move.,Armor made of countless small metallic plates that jangle as you move.,
1665,7665872,\pA super fancy bustier made of silver.\nThe silver nanoparticles are the key!,A super fancy bustier made of silver. The silver nanoparticles are the key!,
1666,7665952,"\pArmor made by sewing metal plates to\na leather base, boosting its defense.","Armor made by sewing metal plates to a leather base, boosting its defense.",
1667,7666032,\pA robust chest protector that also\nguards you from scrapes if you fall!,A robust chest protector that also guards you from scrapes if you fall!,
1668,7666112,\pArmor made from linked pieces of hard\nleather. Traditional armor of samurai.,Armor made from linked pieces of hard leather. Traditional armor of samurai.,
1669,7666192,"\pProvides respectable defense from\nany angle, and is easy to move in.","Provides respectable defense from any angle, and is easy to move in.",
1670,7666264,"\pOh, no! It's a trap!","Oh, no! It's a trap!",
1671,7666288,\pA cloak made of tough material.\nOften marketed under different names.,A cloak made of tough material. Often marketed under different names.,
1672,7666368,\pArmor that's surprisingly sturdy\ndespite its light weight. Good value!,Armor that's surprisingly sturdy despite its light weight. Good value!,
1673,7666448,\pArmor made from countless layers\nof tree bark. Looks pretty tacky!,Armor made from countless layers of tree bark. Looks pretty tacky!,
1674,7666520,\pVision Sword,Vision Sword,
1675,7666536,\pYou're serious?! Yay!\nMy name is %2cMiena%0c.,You're serious?! Yay! My name is Miena.,
1676,7666592,\pPadded mail designed with the help\nof tengu from the Wayward Forest.,Padded mail designed with the help of tengu from the Wayward Forest.,
1677,7666664,\pWho will you thrust this upon?,Who will you thrust this upon?,
1678,7666704,"\pA bellyband made of iron. May seem\nminimalistic, but protects quite well!","A bellyband made of iron. May seem minimalistic, but protects quite well!",
1679,7666784,"\pArmor made of thick, tanned leather.\nBog standard, but gets the job done.","Armor made of thick, tanned leather. Bog standard, but gets the job done.",
1680,7666864,"\pArmor that creaks every time you move.\nOver time, makes you smell metallic.","Armor that creaks every time you move. Over time, makes you smell metallic.",
1681,7666944,\pA suit that's slightly out-of-fashion.\n(There's a reason it was on sale!),A suit that's slightly out-of-fashion. (There's a reason it was on sale!),
1682,7667024,"\pSlightly itchy around the neck, but\nmade of stern stuff that won't tear.","Slightly itchy around the neck, but made of stern stuff that won't tear.",
1683,7667104,"\pA light nylon tracksuit. Flexible,\nbut prone to worn-out sleeves.","A light nylon tracksuit. Flexible, but prone to worn-out sleeves.",
1684,7667176,\pCheap Sword,Cheap Sword,
1685,7667192,\pChance Blade,Chance Blade,
1686,7667208,"\pFinally, the time has come...\nYour life is mine!","Finally, the time has come... Your life is mine!",
1687,7667264,\pArmor for those who shun friendship.\nMade of bones from the Underworld.,Armor for those who shun friendship. Made of bones from the Underworld.,
1688,7667344,"\pProvides better protection than you'd\nexpect, but is disconcertingly slimy.","Provides better protection than you'd expect, but is disconcertingly slimy.",
1689,7667424,"\pArmor infused with a dark power.\nBoosts MG, but steadily drains HP.","Armor infused with a dark power. Boosts MG, but steadily drains HP.",
1690,7667496,\pThank you so much!\nMy name is %2cJubilee%0c.,Thank you so much! My name is Jubilee.,
1691,7667544,\pThe seal on %3c%s%0c has been lifted!,The seal on [TEXT] has been lifted!,
1692,7667584,\pEmits waves of energy that are\nalmost addictive. Boosts AT in battle.,Emits waves of energy that are almost addictive. Boosts AT in battle.,
1693,7667664,\pYou'll have nothing to fear with\nthis on! Recovers HP in battle.,You'll have nothing to fear with this on! Recovers HP in battle.,
1694,7667732,\pCity,City,
1695,7667744,\pCreates its own aura that pushes\nyou forward. Boosts SP in battle.,Creates its own aura that pushes you forward. Boosts SP in battle.,
1696,7667816,\pAnubis Sword,Anubis Sword,
1697,7667832,\p%3c%s%0c's items and magic\nhave been sealed!,[TEXT]'s items and magic have been sealed!,
1698,7667880,\p%3c%s%0c takes damage\n%d from Ebola!,[TEXT] takes damage [NUM] from Ebola!,
1699,7667920,\pMade from metal rings infused with\nmagic. Boosts MG in battle.,Made from metal rings infused with magic. Boosts MG in battle.,
1700,7667992,\p－－－－－－－－,－－－－－－－－,
1701,7668024,\pBroadsword,Broadsword,
1703,7668060,\p%dDay\n,[NUM]Day,
1704,7668072,\pLucky Mallet,Lucky Mallet,
1705,7668088,\p%3c%s%0c can see clearly now!,[TEXT] can see clearly now!,
1706,7668120,\p%3c%s%0c has recovered\nfrom all status ailments!,[TEXT] has recovered from all status ailments!,
1707,7668176,\pAn extravagant suit of armor made\nfrom iron woven with gold and silver.,An extravagant suit of armor made from iron woven with gold and silver.,
1708,7668256,"\pA suit of armor with a dark aura,\nfor those who feel they are the night.","A suit of armor with a dark aura, for those who feel they are the night.",
1709,7668336,"\pDurable armor made of a mythic metal.\nDespite this, it's not very rare.","Durable armor made of a mythic metal. Despite this, it's not very rare.",
1710,7668416,\pA jacket made from a unique metal\nthat further hardens on impact.,A jacket made from a unique metal that further hardens on impact.,
1711,7668488,\pDraco Blade,Draco Blade,
1712,7668504,\pNeptune Pike,Neptune Pike,
1713,7668520,\p%3c%s%0c is no longer\npossessed!,[TEXT] is no longer possessed!,
1714,7668560,\pArmor only offered to those who've\nfully proven their skill.,Armor only offered to those who've fully proven their skill.,
1715,7668624,\pVintage armor with no wear and tear\nthat's fully retained its value.,Vintage armor with no wear and tear that's fully retained its value.,
1716,7668696,\p%3c%s%0c's curse has been lifted!,[TEXT]'s curse has been lifted!,
1717,7668736,\pThe latest from one of the top brands.\nMade for all ages and sizes!,The latest from one of the top brands. Made for all ages and sizes!,
1718,7668808,\p%3c%s%0c took %d damage\nfrom poison!,[TEXT] took [NUM] damage from poison!,
1719,7668848,\p%0x%0y\n\n\n\h Transform Duration Limit\m%20x<%25x,Transform Duration Limit<,
1720,7668900,\pNo Limit\m%34x>,No Limit>,
1721,7668920,\pPoison Knife,Poison Knife,
1722,7668936,"\p%3c%s%0c's AT, DF, SP, and MG\nhave all gone down!","[TEXT]'s AT, DF, SP, and MG have all gone down!",
1723,7668992,"\pAn obstructive %1cSpite 'Em%0c that\nplunges the target into an %1cillusion%0c,\ndropping their accuracy in battle.","An obstructive Spite 'Em that plunges the target into an illusion, dropping their accuracy in battle.",
1724,7669112,\pMeteor Knife,Meteor Knife,
1725,7669128,\pThe effects of %3c%s%0c's\n%2cVanish%0c have faded!,The effects of [TEXT]'s Vanish have faded!,
1726,7669184,"\pAn obstructive %1cSpite 'Em%0c that\nsics an evil spirit on the target,\n%1cCursing%0c and %1cPossessing%0c them to death.","An obstructive Spite 'Em that sics an evil spirit on the target, Cursing and Possessing them to death.",
1727,7669312,\pAn offensive %1cSpite 'Em%0c that\ncontinuously inflicts the target\nwith status ailments.,An offensive Spite 'Em that continuously inflicts the target with status ailments.,
1728,7669408,"\pAn obstructive %1cSpite 'Em%0c that\nswaps around everyone's equipment,\nitems, money, and villages.","An obstructive Spite 'Em that swaps around everyone's equipment, items, money, and villages.",
1729,7669512,\p%3c%s%0c is too terrified\nto fight!,[TEXT] is too terrified to fight!,
1730,7669552,\pAn offensive %1cSpite 'Em%0c that deals\ndamage to the target and inflicts\nthem with multiple status ailments.,An offensive Spite 'Em that deals damage to the target and inflicts them with multiple status ailments.,
